Source,Device,Country,PreviousDonor,Wikipedia_use,Regular_user,Rely_on_Wikipedia,Since_message,Support_free_knowledge,Ad_free,Stay_Online,Support_charity,Support_volunteers,Like_privacy,Is_wp_nonprofit,Seen_messages,Morebanners_lessmoney,Too_many_banners,Enjoy_banners,Infrequent,Less_naggy,Don’t_mind_banners,Annoyed,Fundraising_necessary,Donate_other_charities,Trust_in_article,Mobile_purchases,Age,Gender,Legacy
Banner,A tablet,United States,No,Weekly,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,This was the first time I saw the message,Agree,Don't know,Don't know,Agree,Agree,Agree,Don't know,Agree,Yes,Presentation,Yes,70-79,Female,No thank you
Banner,A tablet,United States,No,Weekly,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,This was the first time I saw the message,Disagree,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Don't know,Yes,Presentation,Yes,60-69,Male,No thank you
Banner,A tablet,United States,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Not at all,Somewhat,Yes,Not sure,Agree,Disagree,Agree,Agree,Disagree,Don't know,Disagree,Agree,Yes,References,Yes,18-29,Male,No thank you
Banner,A tablet,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,I had never thought about it before,I haven't seen one this year,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,No,References,No,60-69,Male,No thank you
Banner,A tablet,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Somewhat,Somewhat,Not at all,Yes,Not sure,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Disagree,Agree,Yes,Community,Yes,40-49,Male,No thank you
Banner,A tablet,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Agree,Yes,References,Yes,30-39,Male,No thank you
Banner,A tablet,United States,Yes,Weekly,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Prefer not to specify,No thank you
Banner,A tablet,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,I haven't seen one this year,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,30-39,Male,No thank you
Banner,A tablet,United States,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,I haven't seen one this year,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Female,No thank you
BannerSidebar,A desktop or laptop computer,Canada,No,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,No,References,No,70-79,Male,No thank you
BannerSidebar,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,References,Yes,18-29,Male,No thank you
BannerSidebar,A desktop or laptop computer,Great Britain,Yes,Several times a week,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Yes,Not sure,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,30-39,Female,No thank you
BannerSidebar,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,30-39,Male,No thank you
BannerSidebar,A desktop or laptop computer,United States,No,Weekly,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Community,Yes,Under 18,Non-binary,No thank you
BannerSidebar,A desktop or laptop computer,United States,No,Several times a day,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Don't know,Agree,Don't know,Agree,Agree,Disagree,Agree,Yes,References,Yes,30-39,Female,No thank you
BannerSidebar,A desktop or laptop computer,United States,Yes,Less than once a month,Absolutely,Absolutely,Not at all,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Not at all,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,References,Yes,18-29,Male,No thank you
BannerSidebar,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Somewhat,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,18-29,Female,No thank you
BannerSidebar,A desktop or laptop computer,United States,Yes,Weekly,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,2-3 times,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,References,No,40-49,Non-binary,No thank you
BannerSidebar,A desktop or laptop computer,United States,No,Less than once a month,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Somewhat,No,I haven't seen one this year,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,Yes,References,Yes,30-39,Female,No thank you
BannerSidebar,A desktop or laptop computer,United States,Yes,Several times a week,Somewhat,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Somewhat,Absolutely,No,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Female,No thank you
BannerSidebar,A desktop or laptop computer,United States,No,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Don't know,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,"Yes, Iâ€™m interested; hereâ€™s my email address:"
BannerSidebar,A phone,Canada,No,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Absolutely,Not at all,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,Under 18,Female,No thank you
BannerSidebar,A phone,Canada,No,Daily,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,Not sure,Agree,Don't know,Disagree,Don't know,Don't know,Disagree,Agree,Don't know,No,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,Yes,Community,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Less than once a month,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Don't know,Agree,Yes,Presentation,Yes,50-59,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Disagree,Agree,No,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Don't know,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Agree,Don't know,Agree,Agree,Disagree,Agree,No,Community,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,18-29,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,50-59,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Don't know,Agree,Disagree,Agree,Don't know,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Absolutely,Somewhat,Somewhat,Not at all,Absolutely,Somewhat,Somewhat,Not at all,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,Yes,Topic,No,40-49,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Don't know,Don't know,Don't know,Agree,Don't know,Agree,Disagree,Agree,Yes,References,No,50-59,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Don't know,Disagree,Agree,Yes,Topic,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Yes,References,No,50-59,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Don't know,Agree,Agree,Agree,Agree,Disagree,Agree,No,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Agree,Agree,Yes,References,Yes,30-39,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Don't know,Disagree,Agree,Disagree,Agree,No,References,No,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Weekly,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,I haven't seen one this year,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Weekly,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,I haven't seen one this year,Don't know,Don't know,Don't know,Disagree,Disagree,Agree,Disagree,Agree,No,References,Yes,30-39,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,4-9 times,Don't know,Don't know,Disagree,Don't know,Don't know,Agree,Disagree,Agree,No,References,No,18-29,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,I haven't seen one this year,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Community,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Somewhat,Somewhat,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Somewhat,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a week,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Yes,2-3 times,Don't know,Don't know,Agree,Don't know,Don't know,Agree,Disagree,Agree,Yes,References,No,50-59,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Don't know,Disagree,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Yes,Presentation,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,No,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Not at all,Not at all,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,10-15 times,Disagree,Disagree,Don't know,Disagree,Disagree,Agree,Disagree,Agree,Yes,Presentation,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,2-3 times,Don't know,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,Yes,References,No,50-59,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Don't know,Yes,References,No,60-69,Prefer not to specify,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,80+,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Don't know,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,Not sure,Agree,Disagree,Don't know,Agree,Agree,Agree,Agree,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,No,References,No,70-79,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,A few times a month,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Absolutely,Somewhat,Somewhat,Somewhat,Yes,Not sure,Don't know,Agree,Disagree,Disagree,Don't know,Don't know,Don't know,Agree,Yes,Community,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,4-9 times,Agree,Agree,Agree,Disagree,Don't know,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,80+,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,This was the first time I saw the message,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Community,Yes,30-39,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Not at all,Not at all,Somewhat,Yes,Not sure,Disagree,Don't know,Disagree,Don't know,Don't know,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Not at all,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,Agree,No,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,References,No,30-39,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,2-3 times,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Not at all,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Agree,Don't know,Disagree,Agree,Agree,No,Presentation,Yes,40-49,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,Not sure,Agree,Don't know,Don't know,Don't know,Agree,Agree,Don't know,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,2-3 times,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Agree,Disagree,Don't know,Don't know,Don't know,Disagree,Agree,Agree,No,Presentation,No,60-69,Prefer not to specify,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Topic,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Yes,2-3 times,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,No,Not sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,10-15 times,Agree,Don't know,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Somewhat,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Email,A desktop or laptop computer,Australia,Yes,Daily,Somewhat,Not at all,Not at all,Absolutely,Not at all,Absolutely,Absolutely,Somewhat,Not at all,Yes,Not sure,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Absolutely,Somewhat,Somewhat,Somewhat,Yes,I haven't seen one this year,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Daily,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Absolutely,Not at all,Not at all,Not at all,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Presentation,No,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Less than once a month,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Don't know,Don't know,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Female,No thank you
Email,A desktop or laptop computer,Australia,Yes,Less than once a month,Somewhat,Somewhat,Somewhat,Absolutely,Somewhat,Somewhat,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Monthly,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Yes,4-9 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,30-39,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Monthly,Not at all,Not at all,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Monthly,Somewhat,Somewhat,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,Australia,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Yes,Presentation,Yes,40-49,Male,No thank you
